林尧央卫专线V4🐉,#genre#
白河综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5921
汉阴综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5849
汉阴综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5922
岚皋综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5850
岚皋综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5861
宁陕综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5848
宁陕综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5923
平利电视台,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5846
平利电视台,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5924
石泉综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5879
石泉综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6005
旬阳新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5844
旬阳新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5878
旬阳民生文化,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5925
镇坪综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6312
镇坪综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6343
紫阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5845
紫阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5928
宝鸡综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5826
宝鸡综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5827
宝鸡综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5658
宝鸡综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6038
宝鸡2,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6344
陈仓综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5869
凤翔综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5929
凤翔文化影视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5930
扶风综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5935
凤县综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5868
陇县综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5938
陇县道德文化,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5939
麟游综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5931
眉县新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5933
眉县经济生活,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5934
岐山综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5911
岐山二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5933
千阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5937
太白综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5918
汉中新闻综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6065
城固综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5944
佛坪综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5947
留坝电视台,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5943
略阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5870
勉县综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5880
勉县经济,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5946
宁强综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5881
宁强二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5945
南郑综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5882
西乡综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5862
西乡综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5863
洋县综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5871
镇巴综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5883
商洛综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5666
商洛综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5825
丹凤综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5952
洛南综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5949
商南综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5953
山阳新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5950
山阳影视娱乐,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5951
商州综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5875
镇安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5876
镇安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5954
柞水综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5877
铜川新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5661
铜川新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5820
铜川新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5821
耀州综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5884
渭南新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5660
渭南新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5818
渭南新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5819
白水综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5914
白水二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5964
澄城综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5961
澄城综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6061
澄城公共,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5962
大荔新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5912
大荔影视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5960
美丽大荔,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5959
富平综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5905
富平二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5906
韩城综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5874
韩城综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5877
韩城生活,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5965
合阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5858
合阳二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5859
合阳三套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5860
华阴综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5856
华阴二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5857
华州综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5955
华州二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5956
蒲城综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5913
蒲城二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5963
潼关新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5915
潼关公共,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5958
潼关人文旅游,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5957
咸阳新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5659
咸阳新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5815
咸阳新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5816
杨凌综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5697
杨凌综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5897
杨凌综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5900
杨凌综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5940
杨凌现代农业,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5698
杨凌现代农业,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5901
杨凌现代农业,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5941
彬州新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5982
淳化综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5986
长武综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5984
泾阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5899
泾阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5917
泾阳二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5988
礼泉新闻,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5978
礼泉影视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5979
乾县综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5977
三原综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5973
武功新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5898
兴平综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5975
兴平二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5976
旬邑综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5985
永寿综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5980
延安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5662
延安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5700
延安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5828
延安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5829
延安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6044
延安公共,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5699
安塞综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5902
宝塔电视台,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5885
富县综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5695
甘泉综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5904
黄陵综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5886
黄龙综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5916
洛川综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5908
吴起综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5910
延长综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5907
延川综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5889
宜川新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5909
子长综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5887
榆林新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5822
榆林新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5823
榆林二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6337
定边综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6013
定边二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5993
府谷综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5891
府谷二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5992
横山综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5894
横山综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6000
横山二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6001
靖边综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5892
靖边二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5994
佳县综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5890
米脂综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5895
清涧综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5996
绥德综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5995
神木综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5694
神木综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5893
神木二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5991
吴堡综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6010
榆阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5852
榆阳二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5990
子洲综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5997
子洲综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6340
子洲综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6341
重温经典,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5563
cctv1,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6308
凤凰中文,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6317
凤凰资讯,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6320


本地频道V4🐉,#genre#
陕西卫视,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.109.205.66:8464
农林卫视,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.109.205.133:8998
陕西卫视,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.109.205.107:8792
陕西卫视,http://8.138.90.107/tv/proxy/sx1/sx.php?id=sxws
农林卫视,http://8.138.90.107/tv/proxy/sx1/sx.php?id=nlws
陕西新闻资讯,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.110.205.83:7944
陕西都市青春,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.110.205.84:7940
陕西生活,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.110.205.134:7740
陕西影视,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.110.205.131:7752
陕西公共,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.110.205.130:7756
陕西乐家购物,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.110.205.129:7760
陕西体育休闲,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.110.205.85:7936
陕西西部电影,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.110.205.128:7764
陕西新闻资讯,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.109.205.2:9120
陕西都市青春,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.109.205.3:9128
陕西生活,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.109.205.4:9136
陕西影视,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.109.205.5:9144
陕西公共,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.109.205.6:9152
陕西体育休闲,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.109.205.8:9168
陕西西部电影,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.109.205.217:9706
陕西新闻资讯,http://8.138.90.107/tv/proxy/sx1/sx.php?id=sxxwzx
陕西都市青春,http://8.138.90.107/tv/proxy/sx1/sx.php?id=sxdsqc
陕西生活,http://8.138.90.107/tv/proxy/sx1/sx.php?id=sxsh
陕西公共,http://8.138.90.107/tv/proxy/sx1/sx.php?id=sxgg
陕西乐家购物,http://8.138.90.107/tv/proxy/sx1/sx.php?id=ljgw
陕西体育休闲,http://8.138.90.107/tv/proxy/sx1/sx.php?id=sxtyxx
陕西移动,http://8.138.90.107/tv/proxy/sx1/sx.php?id=sxyd
宝鸡1套,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.110.205.26:9224
宝鸡2套,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.110.205.27:9232
宝鸡1套,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.110.205.28:9234
宝鸡2套,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.110.205.29:9236
陕视融媒直播,http://8.138.90.107/tv/proxy/sx1/zb.php?id=239.110.205.52:9934
华阴1台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5856
华阴2台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5857
合阳1台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5858
合阳2台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5859
合阳3台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5860
岚皋电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5861
西乡电视台1,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5862
蓝田电视台1,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5864
蓝田电视台2,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5865
周至电视台1,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5867
凤县电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5868
陈仓电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5869
麟游电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5870
洋县电视台1,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5871
定边电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5873
韩城综合,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5874
商州1台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5875
镇安县电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5876
柞水电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5877
旬阳新闻综合,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5878
石泉电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5879
勉县电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5880
宁强1台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5881
南郑电视台1,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5882
镇巴电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5883
耀州电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5884
宝塔电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5885
黄陵电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5886
子长电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5887
志丹电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5888
延川融媒,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5889
佳县1台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5890
府谷电视台1,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5891
靖边1台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5892
神木1台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5893
横山电视台1,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5894
米脂电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5895
长安电视台1,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5896
杨凌电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5897
武功电视台1,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5898
泾阳电视台1,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5899
安塞电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5902
甘泉电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5904
佛坪电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5905
延长电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5907
洛川融媒,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5908
宜川电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5909
吴起电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5910
岐山电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5911
大荔新闻综合,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5912
蒲城1,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5913
白水电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5914
渭南新闻综合,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5915
黄龙综合,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5916
泾阳电视台1,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5917
太白电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5918
合阳电视台1,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5919
西安高陵电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5920
白河电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5921
汉阴电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5922
宁陕电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5923
平利电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5924
旬阳民生文化,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5925
镇坪电视台1,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5926
紫阳综合,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5928
凤翔电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5929
凤翔文化影视,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5930
麟游电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5931
岐山电视台2,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5932
眉县新闻综合,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5933
宝鸡经济生活,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5934
扶风电视台1,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5935
扶风电视台2,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5936
千阳电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5937
陇县电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5938
陇县道德文化,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5939
杨凌现代农业,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5940
杨凌现代农业,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5941
留坝电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5943
城固电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5944
宁强电视台2,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5945
勉县经济,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5946
佛坪电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5947
商州2,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5948
洛南电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5949
山阳电视台1,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5950
山阳电视台2,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5951
丹凤电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5952
商南1,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5953
镇安电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5954
华州1,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5955
华州2,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5956
人文旅游,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5957
潼关公共频道,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5958
美丽大荔,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5959
大荔影视频道,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5960
澄城新闻频道,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5961
澄城公共频道,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5962
蒲城电视台2,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5963
白水电视台2,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5964
韩城生活,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5965
临潼电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5966
临潼影视,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5967
周至电视台2,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5968
鄠邑电视台2,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5969
陕西西安,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5970
高陵电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5971
三原电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5973
三原戏曲,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5974
兴平新闻,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5975
乾县电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5977
礼泉新闻,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5978
礼泉生活,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5979
永寿电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5980
永寿电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5981
彬州新闻综合,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5982
彬州人文经济,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5983
旬邑综合,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5985
淳化电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5986
武功电视台2,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5987
榆阳电视台2,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5990
神木2,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5991
府谷电视台2,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5992
定边电视台2,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5993
榆林电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5995
子洲电视台,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5997
未知,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5866
全国党员干部远程教育,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5989
未知,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5998
兴平戏曲,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5976
长武戏曲,http://8.138.90.107/tv/proxy/sx1/ql.php?id=5984


陕西电信1,#genre#
CCTV1,http://desk.inote.live:7000/rtp/239.111.205.50:5140
CCTV1,http://hy.baojihzjc.com:9001/rtp/239.111.205.9:5140
CCTV2,http://hy.baojihzjc.com:9001/rtp/239.112.205.2:5140
CCTV3,http://hy.baojihzjc.com:9001/rtp/239.112.205.225:5140
CCTV4,http://hy.baojihzjc.com:9001/rtp/239.112.205.4:5140
CCTV5,http://hy.baojihzjc.com:9001/rtp/239.112.205.226:5140
CCTV6,http://hy.baojihzjc.com:9001/rtp/239.112.205.227:5140
CCTV7,http://hy.baojihzjc.com:9001/rtp/239.112.205.7:5140
CCTV8,http://hy.baojihzjc.com:9001/rtp/239.112.205.228:5140
CCTV9,http://hy.baojihzjc.com:9001/rtp/239.112.205.9:5140
CCTV10,http://hy.baojihzjc.com:9001/rtp/239.112.205.10:5140
CCTV11,http://hy.baojihzjc.com:9001/rtp/239.112.205.11:5140
CCTV12,http://hy.baojihzjc.com:9001/rtp/239.112.205.12:5140
CCTV新闻,http://hy.baojihzjc.com:9001/rtp/239.112.205.13:5140
CCTV少儿,http://hy.baojihzjc.com:9001/rtp/239.112.205.15:5140
CCTV音乐,http://hy.baojihzjc.com:9001/rtp/239.112.205.16:5140
CCTV-NEWS,http://hy.baojihzjc.com:9001/rtp/239.112.205.14:5140
CCTV17,http://hy.baojihzjc.com:9001/rtp/239.112.205.210:5140
爱上4K,http://hy.baojihzjc.com:9001/rtp/239.112.205.186:5140
陕西卫视,http://hy.baojihzjc.com:9001/rtp/239.112.205.17:5140
陕西1套,http://hy.baojihzjc.com:9001/rtp/239.112.205.18:5140
陕西2套,http://hy.baojihzjc.com:9001/rtp/239.112.205.19:5140
陕西3套,http://hy.baojihzjc.com:9001/rtp/239.112.205.20:5140
